,ID,Address,District,geoData
84875,PVN_hd_VAO_256_4,"город Москва, Ивантеевская улица, дом 10",район Богородское,"{'coordinates': [37.7194937899216, 55.8180797463732], 'type': 'Point'}"
30877,PVN_hd_UVAO_2_8552_1,"город Москва, Привольная улица, дом 49, корпус 2",район Выхино-Жулебино,"{'coordinates': [37.8445695237641, 55.6862339078736], 'type': 'Point'}"
94428,PVN_hd_SAO_3248_4,"город Москва, Коровинское шоссе, дом 7, корпус 1",район Западное Дегунино,"{'coordinates': [37.5386222107759, 55.8672450684404], 'type': 'Point'}"
86860,PVN_hd_VAO_1260_3,"город Москва, Никитинская улица, дом 21, корпус 1",район Измайлово,"{'coordinates': [37.7743198148307, 55.8014870454376], 'type': 'Point'}"
60784,PVN_hd_VAO_6688_1,"город Москва, Медовый переулок, дом 6",район Соколиная Гора,"{'coordinates': [37.7109807787327, 55.7830444023876], 'type': 'Point'}"
86662,PVN_hd_SAO_3834_2,"город Москва, Волоколамское шоссе, дом 3",район Сокол,"{'coordinates': [37.5033140380724, 55.8068158587528], 'type': 'Point'}"
68869,PVN_hd_UAO_219_2,"город Москва, Симферопольский бульвар, дом 19",Нагорный район,"{'coordinates': [37.6061055443336, 55.6511092723824], 'type': 'Point'}"
73014,PVN_hd_UAO_7176_1,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Донской, улица Шухова, дом 18",Донской район,"{'coordinates': [37.6104157233325, 55.7169014996632], 'type': 'Point'}"
89875,PVN_hd_SAO_2473_2,"город Москва, Красноармейская улица, дом 22",район Аэропорт,"{'coordinates': [37.5433635926973, 55.8008638110977], 'type': 'Point'}"
15704,PVN_hd_SAO_2_6996_3,"город Москва, Ленинградский проспект, дом 24",район Беговой,"{'coordinates': [37.5737414149647, 55.7825623276387], 'type': 'Point'}"
53906,PVN_hd_SVAO_3010_2,"город Москва, Графский переулок, дом 10/12, корпус 2",Алексеевский район,"{'coordinates': [37.639827237115, 55.8029620260834], 'type': 'Point'}"
46556,PVN_hd_ZAO_10330_2,"город Москва, улица Барклая, дом 15, корпус 1",район Филёвский Парк,"{'coordinates': [37.4948390305233, 55.7455317078908], 'type': 'Point'}"
42199,PVN_hd_UAO_8177_2,"город Москва, Ереванская улица, дом 11, корпус 2",район Царицыно,"{'coordinates': [37.672662838717, 55.6320559045202], 'type': 'Point'}"
56023,PVN_hd_TSAO_10985_3,"город Москва, Новинский бульвар, дом 25, корпус 10",Пресненский район,"{'coordinates': [37.5821738409513, 55.7562400830637], 'type': 'Point'}"
94359,PVN_hd_VAO_717_1,"город Москва, Байкальская улица, дом 16, корпус 1",район Гольяново,"{'coordinates': [37.7923483146357, 55.8164089868646], 'type': 'Point'}"
89578,PVN_hd_VAO_2170_1,"город Москва, Измайловский проспект, дом 123/1, корпус 1",район Восточное Измайлово,"{'coordinates': [37.8181493299586, 55.7892219720342], 'type': 'Point'}"
22991,PVN_hd_UVAO_2_8691_1,"город Москва, Хвалынский бульвар, дом 4, корпус 2",район Выхино-Жулебино,"{'coordinates': [37.850610491074, 55.6995624464314], 'type': 'Point'}"
91516,PVN_hd_VAO_1085_8,"город Москва, улица Сталеваров, дом 8/22, корпус 3",район Ивановское,"{'coordinates': [37.8388541515144, 55.7667139924468], 'type': 'Point'}"
64773,PVN_hd_TSAO_4667_1,"город Москва, улица Сергея Макеева, дом 6",Пресненский район,"{'coordinates': [37.5510039370477, 55.7600419894171], 'type': 'Point'}"
35843,PVN_hd_SVAO_2511_7,"город Москва, проезд Шокальского, дом 12",район Южное Медведково,"{'coordinates': [37.6462591018329, 55.8759896953107], 'type': 'Point'}"
85110,PVN_hd_VAO_2334_5,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокольники, улица Короленко, дом 6А",район Сокольники,"{'coordinates': [37.691434613684, 55.7958071216415], 'type': 'Point'}"
77643,PVN_hd_SAO_3281_4,"город Москва, Смольная улица, дом 21, корпус 3",Головинский район,"{'coordinates': [37.4945022243934, 55.8478426120095], 'type': 'Point'}"
88361,PVN_hd_VAO_338_2,"город Москва, Миллионная улица, дом 8, корпус 3",район Богородское,"{'coordinates': [37.6999880703638, 55.8148498907969], 'type': 'Point'}"
95476,PVN_hd_SAO_6096_1,"город Москва, Волоколамское шоссе, дом 1, корпус А",район Сокол,"{'coordinates': [37.5038365544237, 55.8060608022517], 'type': 'Point'}"
53232,PVN_hd_ZAO_455_2,"город Москва, Матвеевская улица, дом 42, корпус 1",район Очаково-Матвеевское,"{'coordinates': [37.4593286867695, 55.7077638910576], 'type': 'Point'}"
34789,PVN_hd_SVAO_1634_4,"город Москва, улица Лескова, дом 9",район Бибирево,"{'coordinates': [37.597414308506, 55.8986264279851], 'type': 'Point'}"
85053,PVN_hd_SAO_3128_5,"город Москва, Конаковский проезд, дом 3",Головинский район,"{'coordinates': [37.4822057229726, 55.8451495508391], 'type': 'Point'}"
36940,PVN_hd_TSAO_5393_3,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, улица Большая Дмитровка, дом 21/7",Тверской район,"{'coordinates': [37.6103115800811, 55.7654123535002], 'type': 'Point'}"
5224,PVN_hd_SVAO_4868_2,"город Москва, Ярославское шоссе, дом 12, корпус 1",Ярославский район,"{'coordinates': [37.683933085762, 55.8535957835043], 'type': 'Point'}"
98295,PVN_hd_SAO_2_7372_6,"город Москва, Лихоборская набережная, дом 4, корпус 1",Головинский район,"{'coordinates': [37.522354860288, 55.852797371969], 'type': 'Point'}"
57934,PVN_hd_TSAO_3444_1,"город Москва, Переведеновский переулок, дом 22",Басманный район,"{'coordinates': [37.6926887400306, 55.7808714602257], 'type': 'Point'}"
12038,PVN_hd_UZAO_7193_2,"город Москва, Севастопольский проспект, дом 73",район Зюзино,"{'coordinates': [37.5733381653038, 55.6575368928577], 'type': 'Point'}"
50831,PVN_hd_TSAO_11828_2,"город Москва, улица Гиляровского, дом 55",Мещанский район,"{'coordinates': [37.6319187786042, 55.7865824396888], 'type': 'Point'}"
16723,PVN_hd_VAO_5458_8,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, 5-я Парковая улица, дом 42",район Измайлово,"{'coordinates': [37.7883404551113, 55.798455620842], 'type': 'Point'}"
82726,PVN_hd_ZAO_327_3,"город Москва, Партизанская улица, дом 35, корпус 2",район Кунцево,"{'coordinates': [37.4064316202422, 55.7384456626013], 'type': 'Point'}"
93105,PVN_hd_SAO_4013_3,"город Москва, улица Вучетича, дом 11, корпус 1",Тимирязевский район,"{'coordinates': [37.5580061229141, 55.8098088480756], 'type': 'Point'}"
75374,PVN_hd_TAO_315_2,"город Москва, город Троицк, Сиреневый бульвар, дом 13",поселение Троицк,"{'coordinates': [37.2951158014016, 55.4709942122608], 'type': 'Point'}"
77129,PVN_hd_ZAO_244_3,"город Москва, Молодогвардейская улица, дом 29, корпус 1",район Кунцево,"{'coordinates': [37.4175557123991, 55.7326764851804], 'type': 'Point'}"
77565,PVN_hd_TSAO_3103_3,"город Москва, Аптекарский переулок, дом 5/21",Басманный район,"{'coordinates': [37.6753135285378, 55.7684252825924], 'type': 'Point'}"
50422,PVN_hd_VAO_2_6620_2,"город Москва, Буракова улица, дом 25А",район Соколиная Гора,"{'coordinates': [37.7334933461057, 55.7600689592114], 'type': 'Point'}"
4524,PVN_hd_SVAO_3693_8,"город Москва, улица Руставели, дом 19",Бутырский район,"{'coordinates': [37.5994945527074, 55.8142002730252], 'type': 'Point'}"
35048,PVN_hd_SZAO_510_2,"город Москва, улица Маршала Василевского, дом 11, корпус 1",район Щукино,"{'coordinates': [37.468409817264, 55.8056096255685], 'type': 'Point'}"
15896,PVN_hd_UVAO_2_9117_4,"город Москва, улица Юных Ленинцев, дом 113, корпус 2",район Кузьминки,"{'coordinates': [37.7856346462639, 55.6983205602074], 'type': 'Point'}"
27400,PVN_hd_VAO_2_5292_5,"город Москва, Амурская улица, дом 10",район Гольяново,"{'coordinates': [37.7621433024123, 55.8072819499125], 'type': 'Point'}"
62894,PVN_hd_UAO_7649_1,"город Москва, Россошанская улица, дом 7, корпус 1А",район Чертаново Южное,"{'coordinates': [37.6108500036026, 55.5948872698872], 'type': 'Point'}"
40332,PVN_hd_SVAO_1776_8,"город Москва, Берёзовая аллея, дом 9",район Отрадное,"{'coordinates': [37.6137173828321, 55.8524315024112], 'type': 'Point'}"
48936,PVN_hd_ZAO_10550_1,"город Москва, улица Богданова, дом 10, корпус 2",район Солнцево,"{'coordinates': [37.3984370199174, 55.655278954403], 'type': 'Point'}"
86809,PVN_hd_VAO_0791_1,"город Москва, Курганская улица, дом 6",район Гольяново,"{'coordinates': [37.817919126344, 55.8294712246387], 'type': 'Point'}"
69539,PVN_hd_TSAO_5864_3,"город Москва, Кропоткинский переулок, дом 20, строение 1",район Хамовники,"{'coordinates': [37.5884998695657, 55.7408155690463], 'type': 'Point'}"
21466,PVN_hd_SAO_2_7132_3,"город Москва, Дмитровское шоссе, дом 96, корпус 1",Бескудниковский район,"{'coordinates': [37.548273884805, 55.876581902642], 'type': 'Point'}"
62317,PVN_hd_ZAO_436_2,"город Москва, Матвеевская улица, дом 10, корпус 5",район Очаково-Матвеевское,"{'coordinates': [37.4697547302271, 55.7049328005964], 'type': 'Point'}"
73615,PVN_hd_ZAO_8603_1,"город Москва, Винницкая улица, дом 23",район Раменки,"{'coordinates': [37.4879163500554, 55.6990389093431], 'type': 'Point'}"
89298,PVN_hd_VAO_555_1,"город Москва, 16-я Парковая улица, дом 16, корпус 1",район Восточное Измайлово,"{'coordinates': [37.8320312680287, 55.801412096244], 'type': 'Point'}"
82106,PVN_hd_UAO_1894_1,"город Москва, Варшавское шоссе, дом 55, корпус 1",район Нагатино-Садовники,"{'coordinates': [37.6274358456986, 55.6767520265851], 'type': 'Point'}"
39880,PVN_hd_SZAO_354_6,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Строгино, улица Маршала Катукова, дом 21, корпус 1",район Строгино,"{'coordinates': [37.4104280887898, 55.8069531973086], 'type': 'Point'}"
86065,PVN_hd_SAO_3655_2,"город Москва, 2-я Квесисская улица, дом 21",Савёловский район,"{'coordinates': [37.5775470647555, 55.7948360613039], 'type': 'Point'}"
28197,PVN_hd_VAO_2_5233_2,"город Москва, Главная улица, дом 10",район Восточный,"{'coordinates': [37.8652901443074, 55.8183575011898], 'type': 'Point'}"
15587,PVN_hd_SAO_2_7135_4,"город Москва, Дмитровское шоссе, дом 96, корпус 5",Бескудниковский район,"{'coordinates': [37.5502775133296, 55.8762542117034], 'type': 'Point'}"
50037,PVN_hd_UAO_1608_5,"город Москва, Ореховый проезд, дом 39, корпус 1",район Зябликово,"{'coordinates': [37.7317141795552, 55.6169931397697], 'type': 'Point'}"
59237,PVN_hd_SVAO_4066_3,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марфино, Ботаническая улица, дом 19, корпус 1",район Марфино,"{'coordinates': [37.6001114220593, 55.8273710319255], 'type': 'Point'}"
76010,PVN_hd_TSAO_12313_3,"город Москва, Шелепихинское шоссе, дом 13, строение 2",Пресненский район,"{'coordinates': [37.5213551993161, 55.7580074644071], 'type': 'Point'}"
5500,PVN_hd_UZAO_8723_7,"город Москва, улица Адмирала Руднева, дом 8",район Южное Бутово,"{'coordinates': [37.5270773831415, 55.5428197249008], 'type': 'Point'}"
11525,PVN_hd_SZAO_6455_2,"город Москва, улица Маршала Соколовского, дом 12",район Щукино,"{'coordinates': [37.4849787073918, 55.7933941603724], 'type': 'Point'}"
4315,PVN_hd_UZAO_8964_12,"город Москва, Новоясеневский проспект, дом 38, корпус 1",район Ясенево,"{'coordinates': [37.5451185201969, 55.6028147713219], 'type': 'Point'}"
61363,PVN_hd_UAO_7101_4,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатинский Затон, Судостроительная улица, дом 31, корпус 1",район Нагатинский Затон,"{'coordinates': [37.682348022103, 55.6833436232285], 'type': 'Point'}"
54993,PVN_hd_UAO_7268_7,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, Люсиновская улица, дом 72",Даниловский район,"{'coordinates': [37.6218700027654, 55.714139180033], 'type': 'Point'}"
27868,PVN_hd_VAO_2_5976_2,"город Москва, 2-я Владимирская улица, дом 17",район Перово,"{'coordinates': [37.7805088473336, 55.7586436466686], 'type': 'Point'}"
97743,PVN_hd_ZELAO_8_380_4,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Крюково, город Зеленоград, корпус 2044",район Крюково,"{'coordinates': [37.174290737540304, 55.9707304900458], 'type': 'Point'}"
53329,PVN_hd_TSAO_3563_2,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Садовая-Черногрязская улица, дом 3Б, строение 1",Басманный район,"{'coordinates': [37.6527032003567, 55.7669473262858], 'type': 'Point'}"
96958,PVN_hd_SZAO_7_310_2,"город Москва, Митинская улица, дом 28, корпус 2",район Митино,"{'coordinates': [37.3691758960016, 55.8459026770886], 'type': 'Point'}"
23208,PVN_hd_VAO_2_6313_1,"город Москва, Большая Черкизовская улица, дом 24, корпус 3",район Преображенское,"{'coordinates': [37.7369800991466, 55.7956049144477], 'type': 'Point'}"
27965,PVN_hd_VAO_2_5355_6,"город Москва, Чусовская улица, дом 11, корпус 5",район Гольяново,"{'coordinates': [37.8099446096753, 55.8143821187038], 'type': 'Point'}"
64558,PVN_hd_UAO_2772_1,"город Москва, Алма-Атинская улица, дом 7, корпус 2",район Братеево,"{'coordinates': [37.7723090425672, 55.6401445691585], 'type': 'Point'}"
57510,PVN_hd_UAO_2783_3,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Братеево, улица Борисовские Пруды, дом 12, корпус 1",район Братеево,"{'coordinates': [37.7417709934292, 55.6354365886501], 'type': 'Point'}"
89597,PVN_hd_VAO_110_2,"город Москва, Косинская улица, дом 4, корпус 2",район Вешняки,"{'coordinates': [37.832774986298, 55.7275985493545], 'type': 'Point'}"
25165,PVN_hd_VAO_2_6175_2,"город Москва, улица Металлургов, дом 3",район Перово,"{'coordinates': [37.7775143131402, 55.756920823781996], 'type': 'Point'}"
27370,PVN_hd_SAO_2_7841_3,"город Москва, Валдайский проезд, дом 15",район Левобережный,"{'coordinates': [37.4635764056621, 55.8711120456333], 'type': 'Point'}"
51431,PVN_hd_ZAO_178_2,"город Москва, улица Екатерины Будановой, дом 6",район Кунцево,"{'coordinates': [37.4269123625778, 55.7314328830902], 'type': 'Point'}"
96578,PVN_hd_TSAO_8_1023_8,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Шмитовский проезд, дом 16, строение 2",Пресненский район,"{'coordinates': [37.5478466554869, 55.7581218389055], 'type': 'Point'}"
101331,PVN_hd_UVAO_4294_1,"город Москва, Хвалынский бульвар, дом 5/12",район Выхино-Жулебино,"{'coordinates': [37.8514720196763, 55.6979733630183], 'type': 'Point'}"
26778,PVN_hd_UVAO_237_3,"город Москва, улица Артюхиной, дом 3",район Текстильщики,"{'coordinates': [37.7377862221272, 55.7029621412308], 'type': 'Point'}"
91013,PVN_hd_VAO_1285_3,"город Москва, 1-я Парковая улица, дом 7А, корпус 2",район Измайлово,"{'coordinates': [37.7766639273218, 55.7894903775693], 'type': 'Point'}"
90439,PVN_hd_VAO_1538_1,"город Москва, 1-я Прядильная улица, дом 6",район Измайлово,"{'coordinates': [37.7781795331065, 55.7940827504288], 'type': 'Point'}"
15808,PVN_hd_UVAO_339_3,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Текстильщики, Люблинская улица, дом 47",район Текстильщики,"{'coordinates': [37.7351523358253, 55.6940931965687], 'type': 'Point'}"
82953,PVN_hd_ZELAO_1778_2,"город Москва, город Зеленоград, корпус 2014",район Крюково,"{'coordinates': [37.1627310716609, 55.9713711101707], 'type': 'Point'}"
82602,PVN_hd_ZELAO_1733_1,"город Москва, город Зеленоград, корпус 1616",район Крюково,"{'coordinates': [37.1551155871993, 55.9730749793284], 'type': 'Point'}"
51756,PVN_hd_ZAO_72_4,"город Москва, Можайское шоссе, дом 33",Можайский район,"{'coordinates': [37.4187450365051, 55.7182609111619], 'type': 'Point'}"
27994,PVN_hd_SAO_2_7703_1,"город Москва, Большая Академическая улица, дом 77, корпус 3",район Коптево,"{'coordinates': [37.5555449930159, 55.844274320326], 'type': 'Point'}"
7719,PVN_hd_SZAO_5769_5,"город Москва, улица Маршала Катукова, дом 10, корпус 2",район Строгино,"{'coordinates': [37.401002338614, 55.8085703338074], 'type': 'Point'}"
98128,PVN_hd_UVAO_49_6,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, улица Перерва, дом 45, корпус 1",район Марьино,"{'coordinates': [37.7477405313432, 55.6603827327708], 'type': 'Point'}"
79663,PVN_hd_SAO_2754_2,"город Москва, улица 800-летия Москвы, дом 14",район Восточное Дегунино,"{'coordinates': [37.5488599036949, 55.8780207937294], 'type': 'Point'}"
19626,PVN_hd_SAO_8003_3,"город Москва, 2-я Песчаная улица, дом 2, корпус 1",район Сокол,"{'coordinates': [37.5182128711508, 55.7944583405362], 'type': 'Point'}"
526,PVN_hd_UVAO_4414_1,"город Москва, Рязанский проспект, дом 95, корпус 4",район Выхино-Жулебино,"{'coordinates': [37.8077216616595, 55.7165929930624], 'type': 'Point'}"
17091,PVN_hd_SAO_2_7307_4,"город Москва, Дубнинская улица, дом 30Б",район Восточное Дегунино,"{'coordinates': [37.5613413040434, 55.877466409778], 'type': 'Point'}"
6325,PVN_hd_SZAO_5021_1,"город Москва, Дубравная улица, дом 46",район Митино,"{'coordinates': [37.3516189831702, 55.8416198681306], 'type': 'Point'}"
2039,PVN_hd_UZAO_7873_51,"город Москва, Ясногорская улица, дом 21, корпус 3",район Ясенево,"{'coordinates': [37.5305664837358, 55.5984112019684], 'type': 'Point'}"
17582,PVN_hd_VAO_2_6838_3,"город Москва, 1-я Боевская улица, дом 1, корпус 2",район Сокольники,"{'coordinates': [37.6936181545089, 55.7928789070817], 'type': 'Point'}"
90620,PVN_hd_SAO_4091_2,"город Москва, Дмитровское шоссе, дом 27, корпус 3",Тимирязевский район,"{'coordinates': [37.5688011344632, 55.8272742766671], 'type': 'Point'}"
71910,PVN_hd_UAO_1629_4,"город Москва, улица Мусы Джалиля, дом 34, корпус 2",район Зябликово,"{'coordinates': [37.7390574439148, 55.618392578458], 'type': 'Point'}"
45224,PVN_hd_TSAO_5295_3,"город Москва, Стройковская улица, дом 19/2",Таганский район,"{'coordinates': [37.6734735926507, 55.7326714912601], 'type': 'Point'}"
24279,PVN_hd_UVAO_196_1,"город Москва, улица Фёдора Полетаева, дом 19, корпус 1",Рязанский район,"{'coordinates': [37.7875903869013, 55.7085998348415], 'type': 'Point'}"
43340,PVN_hd_ZAO_208_3,"город Москва, улица Коцюбинского, дом 1",район Кунцево,"{'coordinates': [37.4293627687118, 55.7283796165364], 'type': 'Point'}"
95474,PVN_hd_UZAO_9565_3,"город Москва, улица Островитянова, дом 11",район Коньково,"{'coordinates': [37.5014074939396, 55.641301323255], 'type': 'Point'}"
86110,PVN_hd_VAO_78_2,"город Москва, Вешняковская улица, дом 13",район Вешняки,"{'coordinates': [37.8309268531106, 55.7356966343947], 'type': 'Point'}"
54136,PVN_hd_UAO_2745_5,"город Москва, Ясеневая улица, дом 32, корпус 1",район Орехово-Борисово Южное,"{'coordinates': [37.740494324666, 55.6038525561405], 'type': 'Point'}"
46182,PVN_hd_UAO_2299_11,"город Москва, Пролетарский проспект, дом 26, корпус 4",район Царицыно,"{'coordinates': [37.6537459855429, 55.6309498922653], 'type': 'Point'}"
40783,PVN_hd_SVAO_1786_1,"город Москва, улица Бестужевых, дом 7",район Отрадное,"{'coordinates': [37.5994989378061, 55.8697021167193], 'type': 'Point'}"
87368,PVN_hd_VAO_0886_1,"город Москва, Чусовская улица, дом 8",район Гольяново,"{'coordinates': [37.8131314569826, 55.8146702717745], 'type': 'Point'}"
78598,PVN_hd_ZAO_9760_3,"город Москва, Инициативная улица, дом 16, корпус 4",район Фили-Давыдково,"{'coordinates': [37.4534597241049, 55.716982386353], 'type': 'Point'}"
99544,PVN_hd_SAO_2800_2,"город Москва, Дубнинская улица, дом 30, корпус 2",район Восточное Дегунино,"{'coordinates': [37.5583654893157, 55.8817957499671], 'type': 'Point'}"
76240,PVN_hd_UAO_2906_3,"город Москва, Борисовский проезд, дом 11, корпус 2",район Орехово-Борисово Северное,"{'coordinates': [37.7217711830397, 55.627337360429], 'type': 'Point'}"
20552,PVN_hd_VAO_2_5709_1,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Мартеновская улица, дом 30",район Новогиреево,"{'coordinates': [37.8026215802006, 55.7488384008224], 'type': 'Point'}"
44327,PVN_hd_ZAO_2_7,"город Москва, улица Крылатские Холмы, дом 21",район Крылатское,"{'coordinates': [37.4117984717325, 55.7543982896857], 'type': 'Point'}"
74340,PVN_hd_SZAO_312_2,"город Москва, Химкинский бульвар, дом 23",район Южное Тушино,"{'coordinates': [37.4415556111609, 55.8493631198022], 'type': 'Point'}"
26928,PVN_hd_UVAO_2_9479_2,"город Москва, Люблинская улица, дом 133",район Люблино,"{'coordinates': [37.7405598325494, 55.670815602554], 'type': 'Point'}"
61715,PVN_hd_NAO_20_6,"город Москва, город Московский, Радужная улица, дом 8",поселение Московский,"{'coordinates': [37.3693607556157, 55.5919673556974], 'type': 'Point'}"
71922,PVN_hd_TSAO_4828_2,"город Москва, Стрельбищенский переулок, дом 24",Пресненский район,"{'coordinates': [37.5397824313716, 55.7611051607098], 'type': 'Point'}"
50268,PVN_hd_SZAO_6599_2,"город Москва, Сходненская улица, дом 4А",район Южное Тушино,"{'coordinates': [37.4394785270999, 55.8383752567399], 'type': 'Point'}"
79637,PVN_hd_UAO_2943_2,"город Москва, улица Маршала Захарова, дом 18, корпус 1",район Орехово-Борисово Северное,"{'coordinates': [37.6967046021595, 55.6202367840466], 'type': 'Point'}"
44750,PVN_hd_UAO_2580_4,"город Москва, Чертановская улица, дом 66, корпус 2",район Чертаново Южное,"{'coordinates': [37.585681616761, 55.5969247578007], 'type': 'Point'}"
9115,PVN_hd_SZAO_5107_2,"город Москва, Пятницкое шоссе, дом 16, корпус 4",район Митино,"{'coordinates': [37.3877930021017, 55.8425489108456], 'type': 'Point'}"
12843,PVN_hd_SVAO_4606_1,"город Москва, Челобитьевское шоссе, дом 12, корпус 1",район Северный,"{'coordinates': [37.5477445317707, 55.9132037038536], 'type': 'Point'}"
95598,PVN_hd_UVAO_6121_8,"город Москва, Рождественская улица, дом 33",район Некрасовка,"{'coordinates': [37.9316463963788, 55.7032965143105], 'type': 'Point'}"
44806,PVN_hd_TSAO_5174_2,"город Москва, Нижегородская улица, дом 13А",Таганский район,"{'coordinates': [37.6877120459037, 55.7383248826171], 'type': 'Point'}"
38791,PVN_hd_TSAO_4355_9,"город Москва, Троицкая улица, дом 10, строение 1",Мещанский район,"{'coordinates': [37.6250139631018, 55.77471711948], 'type': 'Point'}"
44483,PVN_hd_TSAO_3849_1,"город Москва, Садовническая улица, дом 78, строение 3",район Замоскворечье,"{'coordinates': [37.6410026437977, 55.7380515363477], 'type': 'Point'}"
50533,PVN_hd_VAO_2_6762_2,"город Москва, Ткацкая улица, дом 33",район Соколиная Гора,"{'coordinates': [37.7350581188571, 55.7872049657643], 'type': 'Point'}"
52228,PVN_hd_TSAO_5740_1,"город Москва, Цветной бульвар, дом 23, строение 1",Тверской район,"{'coordinates': [37.6206859395592, 55.7725513102869], 'type': 'Point'}"
46563,PVN_hd_ZAO_10050_4,"город Москва, Студенческая улица, дом 23",район Дорогомилово,"{'coordinates': [37.5459727637812, 55.7410876940386], 'type': 'Point'}"
23884,PVN_hd_UVAO_9270_1,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лефортово, Красноказарменная улица, дом 23",район Лефортово,"{'coordinates': [37.7137113447138, 55.7539833551108], 'type': 'Point'}"
76543,PVN_hd_ZAO_1008_3,"город Москва, улица Раменки, дом 25, корпус 1",район Раменки,"{'coordinates': [37.493487083286, 55.6891217504031], 'type': 'Point'}"
18312,PVN_hd_UVAO_24_4,"город Москва, улица Коновалова, дом 12",Рязанский район,"{'coordinates': [37.7635058290489, 55.7307900205827], 'type': 'Point'}"
7588,PVN_hd_SVAO_3853_1,"город Москва, Анадырский проезд, дом 47, корпус 2",Лосиноостровский район,"{'coordinates': [37.6989093185065, 55.8751761854333], 'type': 'Point'}"
38377,PVN_hd_TSAO_5609_2,"город Москва, Селезнёвская улица, дом 4",Тверской район,"{'coordinates': [37.6038572889439, 55.7796827813436], 'type': 'Point'}"
84161,PVN_hd_NAO_219_3,"город Москва, поселение Сосенское, улица Александры Монаховой, дом 99",поселение Сосенское,"{'coordinates': [37.4912947733314, 55.5410698537216], 'type': 'Point'}"
66423,PVN_hd_TSAO_4921_1,"город Москва, Шелепихинская набережная, дом 6",Пресненский район,"{'coordinates': [37.5228063282209, 55.7508599845738], 'type': 'Point'}"
86414,PVN_hd_SAO_4093_5,"город Москва, Дмитровское шоссе, дом 33, корпус 1",Тимирязевский район,"{'coordinates': [37.5695073912866, 55.8288972493453], 'type': 'Point'}"
22400,PVN_hd_VAO_2_5883_1,"город Москва, Фрязевская улица, дом 3, корпус 1",район Новогиреево,"{'coordinates': [37.8179143774405, 55.7453892857943], 'type': 'Point'}"
45893,PVN_hd_TSAO_3929_2,"город Москва, Татарская улица, дом 1/7",район Замоскворечье,"{'coordinates': [37.6375791689747, 55.7355476703815], 'type': 'Point'}"
32479,PVN_hd_UZAO_687_1,"город Москва, Ленинский проспект, дом 71",Гагаринский район,"{'coordinates': [37.549719106224, 55.6888752799381], 'type': 'Point'}"
32860,PVN_hd_SVAO_2050_1,"город Москва, проспект Мира, дом 188А",район Ростокино,"{'coordinates': [37.6568489811951, 55.8341468732128], 'type': 'Point'}"
76420,PVN_hd_ZAO_981_3,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Раменки, улица Пырьева, дом 4, корпус 3",район Раменки,"{'coordinates': [37.5281587653803, 55.725514052334], 'type': 'Point'}"
42234,PVN_hd_ZAO_10123_2,"город Москва, улица Лобачевского, дом 86",район Проспект Вернадского,"{'coordinates': [37.4891607175259, 55.6751457637522], 'type': 'Point'}"
57967,PVN_hd_ZAO_576_4,"город Москва, Барвихинская улица, дом 16, корпус 2",Можайский район,"{'coordinates': [37.38760190301, 55.7190775748513], 'type': 'Point'}"
75089,PVN_hd_TSAO_4765_59,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Рочдельская улица, дом 11/5",Пресненский район,"{'coordinates': [37.570906721666, 55.7561815169077], 'type': 'Point'}"
92046,PVN_hd_TSAO_3354_5,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Нижняя Красносельская улица, дом 45/17",Басманный район,"{'coordinates': [37.6754808088657, 55.7732306503982], 'type': 'Point'}"
51339,PVN_hd_SVAO_3387_1,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бабушкинский, улица Менжинского, дом 3",Бабушкинский район,"{'coordinates': [37.6799392561155, 55.8657604397052], 'type': 'Point'}"
9946,PVN_hd_SZAO_5014_2,"город Москва, Дубравная улица, дом 40",район Митино,"{'coordinates': [37.3544613714094, 55.8435399135891], 'type': 'Point'}"
61063,PVN_hd_TSAO_12310_2,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Приютский переулок, дом 3",Тверской район,"{'coordinates': [37.5884774501164, 55.781649253649], 'type': 'Point'}"
64335,PVN_hd_ZAO_9620_1,"город Москва, Аминьевское шоссе, дом 9",район Очаково-Матвеевское,"{'coordinates': [37.4554878739422, 55.7046336072459], 'type': 'Point'}"
