,ID,Address,District,geoData
51669,PVN_hd_UAO_2015_3,"город Москва, Нагатинская набережная, дом 64, корпус 1",район Нагатинский Затон,"{'coordinates': [37.6911049304274, 55.6890848707041], 'type': 'Point'}"
13930,PVN_hd_SZAO_6380_3,"город Москва, улица Маршала Вершинина, дом 3",район Щукино,"{'coordinates': [37.487632565465, 55.7916510099408], 'type': 'Point'}"
63818,PVN_hd_SVAO_3254_2,"город Москва, Енисейская улица, дом 24",Бабушкинский район,"{'coordinates': [37.6674562958308, 55.8706478140255], 'type': 'Point'}"
29776,PVN_hd_UVAO_2_9439_1,"город Москва, Краснодонская улица, дом 20, корпус 2",район Люблино,"{'coordinates': [37.7474608477066, 55.6765144309415], 'type': 'Point'}"
100471,PVN_hd_UVAO_4732_1,"город Москва, Ташкентская улица, дом 16, корпус 2",район Выхино-Жулебино,"{'coordinates': [37.8130874034435, 55.7039919497749], 'type': 'Point'}"
100199,PVN_hd_NAO_119985_2,"город Москва, поселение Сосенское, посёлок Коммунарка, улица Потаповская Роща, дом 3, корпус 1",поселение Сосенское,"{'coordinates': [37.493181731446, 55.5455502979205], 'type': 'Point'}"
92660,PVN_hd_NAO_2_599_1,"город Москва, поселение Внуковское, Омская улица, дом 19",поселение Внуковское,"{'coordinates': [37.2622077189747, 55.6193405196491], 'type': 'Point'}"
44505,PVN_hd_TSAO_5973_1,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, улица Пречистенка, дом 17/9",район Хамовники,"{'coordinates': [37.5955047291901, 55.7419100113705], 'type': 'Point'}"
18507,PVN_hd_SZAO_5517_2,"город Москва, Туристская улица, дом 8",район Северное Тушино,"{'coordinates': [37.4244713978755, 55.8503215272422], 'type': 'Point'}"
6881,PVN_hd_SZAO_5921_3,"город Москва, набережная Новикова-Прибоя, дом 14, корпус 3",район Хорошёво-Мнёвники,"{'coordinates': [37.4501470706901, 55.7857126649523], 'type': 'Point'}"
23392,PVN_hd_UVAO_9471_4,"город Москва, Люблинская улица, дом 113, корпус 3",район Люблино,"{'coordinates': [37.7411045660215, 55.6784589022563], 'type': 'Point'}"
29184,PVN_hd_VAO_2_5201_3,"город Москва, Нижняя Первомайская улица, дом 29",район Восточное Измайлово,"{'coordinates': [37.8026990260504, 55.791375730436], 'type': 'Point'}"
69132,PVN_hd_UVAO_4628_54,"город Москва, Рязанский проспект, дом 70, корпус 1",район Выхино-Жулебино,"{'coordinates': [37.8095394869897, 55.7132884026048], 'type': 'Point'}"
48494,PVN_hd_ZAO_10660_4,"город Москва, Родниковая улица, дом 14",район Солнцево,"{'coordinates': [37.3838597357367, 55.6359084448019], 'type': 'Point'}"
45247,PVN_hd_UAO_1281_19,"город Москва, Харьковская улица, дом 1, корпус 5",район Бирюлёво Западное,"{'coordinates': [37.6508748277706, 55.5830867001783], 'type': 'Point'}"
10136,PVN_hd_UZAO_8583_2,"город Москва, Краснолиманская улица, дом 27",район Южное Бутово,"{'coordinates': [37.5606570566292, 55.5413793446527], 'type': 'Point'}"
67345,PVN_hd_ZAO_12265_3,"город Москва, Малая Филёвская улица, дом 6, корпус 2",район Фили-Давыдково,"{'coordinates': [37.4776521213507, 55.7395190571228], 'type': 'Point'}"
10433,PVN_hd_UZAO_6962_1,"город Москва, Университетский проспект, дом 6, корпус 2",Гагаринский район,"{'coordinates': [37.5530420276346, 55.6988744353393], 'type': 'Point'}"
81619,PVN_hd_ZAO_8832_3,"город Москва, Мичуринский проспект, дом 21, корпус 4",район Раменки,"{'coordinates': [37.5050237240673, 55.6988772068308], 'type': 'Point'}"
61052,PVN_hd_TSAO_3138_2,"город Москва, Новая Басманная улица, дом 16, строение 3",Басманный район,"{'coordinates': [37.660334435669, 55.7691160688666], 'type': 'Point'}"
32526,PVN_hd_UZAO_913_1,"город Москва, улица Гарибальди, дом 20/29, корпус 2",Обручевский район,"{'coordinates': [37.5457989896214, 55.6725580584366], 'type': 'Point'}"
35219,PVN_hd_UZAO_1130_1,"город Москва, улица Тёплый Стан, дом 11, корпус 1",район Тёплый Стан,"{'coordinates': [37.4930299567575, 55.6231386518828], 'type': 'Point'}"
77151,PVN_hd_VAO_2_5269_2,"город Москва, улица 9 Мая, дом 18А",район Восточный,"{'coordinates': [37.8706528766199, 55.8169831099817], 'type': 'Point'}"
86321,PVN_hd_VAO_1710_3,"город Москва, улица Николая Химушина, дом 13, корпус 2",район Метрогородок,"{'coordinates': [37.761613085498, 55.822508447217], 'type': 'Point'}"
68850,PVN_hd_UAO_12611_9,"город Москва, улица Академика Миллионщикова, дом 18",район Нагатино-Садовники,"{'coordinates': [37.6436011416398, 55.6671984257575], 'type': 'Point'}"
42266,PVN_hd_TSAO_11167_1,"город Москва, Орликов переулок, дом 6",Красносельский район,"{'coordinates': [37.6486101396156, 55.7707318994216], 'type': 'Point'}"
34676,PVN_hd_UZAO_1100_4,"город Москва, улица Академика Варги, дом 28",район Тёплый Стан,"{'coordinates': [37.4738414135712, 55.6326600864799], 'type': 'Point'}"
2829,PVN_hd_SZAO_5023_1,"город Москва, Митинская улица, дом 10",район Митино,"{'coordinates': [37.3776779193063, 55.8401620147986], 'type': 'Point'}"
38759,PVN_hd_TSAO_5507_2,"город Москва, Новослободская улица, дом 62, корпус 15",Тверской район,"{'coordinates': [37.5943451264963, 55.79180212611], 'type': 'Point'}"
23241,PVN_hd_VAO_2_6883_6,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокольники, улица Короленко, дом 4/14",район Сокольники,"{'coordinates': [37.6904577094572, 55.7964184052864], 'type': 'Point'}"
68928,PVN_hd_SZAO_341_2,"город Москва, улица Исаковского, дом 20, корпус 2",район Строгино,"{'coordinates': [37.4102372809118, 55.8107064890218], 'type': 'Point'}"
24127,PVN_hd_SAO_2_7139_3,"город Москва, Дубнинская улица, дом 29, корпус 1",Бескудниковский район,"{'coordinates': [37.564933317114, 55.8649234174106], 'type': 'Point'}"
68750,PVN_hd_VAO_2_6524_4,"город Москва, 10-я улица Соколиной Горы, дом 6, корпус 1",район Соколиная Гора,"{'coordinates': [37.7296609608966, 55.7726338892117], 'type': 'Point'}"
22863,PVN_hd_UVAO_230_4,"город Москва, 2-я Вольская улица, дом 6",район Некрасовка,"{'coordinates': [37.9210004611228, 55.6852659640961], 'type': 'Point'}"
66858,PVN_hd_SZAO_366_1,"город Москва, Неманский проезд, дом 3",район Строгино,"{'coordinates': [37.3957572815796, 55.8152195484929], 'type': 'Point'}"
49859,PVN_hd_ZAO_145_1,"город Москва, Бобруйская улица, дом 28",район Кунцево,"{'coordinates': [37.398104020443, 55.7390222376248], 'type': 'Point'}"
13460,PVN_hd_SVAO_4094_1,"город Москва, Анненская улица, дом 4",район Марьина Роща,"{'coordinates': [37.60974510164, 55.8022138366368], 'type': 'Point'}"
28418,PVN_hd_SAO_2_7910_1,"город Москва, Фестивальная улица, дом 13, корпус 3",район Левобережный,"{'coordinates': [37.4755353864264, 55.8573182833774], 'type': 'Point'}"
14617,PVN_hd_UZAO_8860_4,"город Москва, Южнобутовская улица, дом 123",район Южное Бутово,"{'coordinates': [37.5152223033614, 55.5331195700577], 'type': 'Point'}"
63981,PVN_hd_ZAO_8825_6,"город Москва, Мичуринский проспект, дом 16",район Раменки,"{'coordinates': [37.5037684490083, 55.7023242613377], 'type': 'Point'}"
87859,PVN_hd_SAO_4017_3,"город Москва, улица Вучетича, дом 17, корпус 1",Тимирязевский район,"{'coordinates': [37.556664053967, 55.8120139846678], 'type': 'Point'}"
82828,PVN_hd_UAO_2458_4,"город Москва, улица Газопровод, дом 9, корпус 2",район Чертаново Южное,"{'coordinates': [37.6073114132344, 55.5900098387925], 'type': 'Point'}"
27105,PVN_hd_UVAO_2_9393_3,"город Москва, улица Верхние Поля, дом 5, корпус 3",район Люблино,"{'coordinates': [37.7441365923515, 55.6660781596728], 'type': 'Point'}"
4741,PVN_hd_UZAO_7412_2,"город Москва, улица Академика Арцимовича, дом 5, корпус 1",район Коньково,"{'coordinates': [37.5144549642902, 55.6435384920674], 'type': 'Point'}"
